IDVenta,CodigoProducto,Cantidad,Venta_MonNacional,Venta_MonExtranjera,Descuento_MonNacional,Descuento_MonExtranjera,Impuesto_MonNacional,Impuesto_MonExtranjera,Costo_MonNacional,Costo_MonExtranjera,Codigo_UnidadMedida,Codigo_UnidadMedida_Venta
22700,2154,1,2499,768.9231,0,0,474.81,146.0954,1649.34,507.4892,UNI,NULL
22701,2158,1,329.63,101.4246,0,0,62.6297,19.2707,182.363,56.1117,UNI,NULL
22702,3036,1,49.7,15.2923,0,0,9.443,2.9055,8.946,2.7526,UNI,NULL
22703,3044,1,45.21,13.9108,0,0,8.5899,2.643,8.1378,2.5039,UNI,NULL
22704,3054,1,19.6,6.0308,0,0,3.724,1.1458,8.82,2.7138,UNI,NULL
22705,4045,1,101.966,31.3742,0,0,19.3735,5.9611,28.2056,8.6786,UNI,NULL
22706,4090,1,112.88,34.7323,0,0,21.4472,6.5991,43.5252,13.3924,UNI,NULL
22707,1023,1,3059.966,941.528,458.9949,141.2292,581.3935,178.8903,1795.4801,552.4554,UNI,NULL
22708,1071,1,642.26,197.6185,0,0,122.0294,37.5475,269.1825,82.8254,UNI,NULL
22709,1123,1,1397.4,429.9692,0,0,265.506,81.6942,609.102,187.416,UNI,NULL
22710,1154,1,674.9,207.6615,0,0,128.231,39.4557,418.6365,128.8112,UNI,NULL
22711,1158,1,1358.3,417.9385,0,0,258.077,79.4083,842.5455,259.2448,UNI,NULL
22712,1150,1,8499.966,2615.3742,1274.9949,392.3061,1614.9935,496.9211,5272.4789,1622.3012,UNI,NULL
22713,2075,1,35.5,10.9231,0,0,6.745,2.0754,12.425,3.8231,UNI,NULL
22714,2082,1,58.9,18.1231,0,0,11.191,3.4434,11.191,3.4434,UNI,NULL
22715,2103,1,18.6,5.7231,0,0,3.534,1.0874,3.534,1.0874,UNI,NULL
22716,3016,1,52.2,16.0615,0,0,9.918,3.0517,9.396,2.8911,UNI,NULL
22717,3050,1,85.4,26.2769,0,0,16.226,4.9926,38.43,11.8246,UNI,NULL
22718,4058,1,67.966,20.9126,0,0,12.9135,3.9734,18.8006,5.7848,UNI,NULL
22719,4066,1,101.66,31.28,0,0,19.3154,5.9432,28.121,8.6526,UNI,NULL
22720,1133,1,2548.3,784.0923,0,0,484.177,148.9775,1580.6955,486.3678,UNI,NULL
22721,2144,1,2059,633.5385,0,0,391.21,120.3723,1358.94,418.1354,UNI,NULL
22722,1012,1,1343,413.2308,0,0,255.17,78.5138,788.025,242.4692,UNI,NULL
22723,2049,1,39.99,12.3046,0,0,7.5981,2.3379,16.7958,5.1679,UNI,NULL
22724,2039,1,46.9,14.4308,0,0,8.911,2.7418,19.698,6.0609,UNI,NULL
22725,2133,1,104.856,32.2634,0,0,19.9226,6.13,51.8575,15.9562,UNI,NULL
22726,2035,1,18.5,5.6923,0,0,3.515,1.0815,8.325,2.5615,UNI,NULL
22727,2007,1,32.6,10.0308,0,0,6.194,1.9058,14.67,4.5138,UNI,NULL
22728,2006,1,38,11.6923,0,0,7.22,2.2215,17.1,5.2615,UNI,NULL
22729,1029,1,4338.366,1334.8818,650.7549,200.2323,824.2895,253.6275,2545.6001,783.2616,UNI,NULL
22730,1116,1,326.23,100.3785,0,0,61.9837,19.0719,142.1979,43.7532,UNI,NULL
22731,4028,1,74.8,23.0154,0,0,14.212,4.3729,25.707,7.9098,UNI,NULL
22732,4108,1,57.766,17.7742,0,0,10.9755,3.3771,23.7265,7.3005,UNI,NULL
22733,1081,1,1359.966,418.4511,0,0,258.3935,79.5057,569.9858,175.3802,UNI,NULL
22734,4014,1,185.3,57.0154,0,0,35.207,10.8329,63.6833,19.5949,UNI,NULL
22735,4021,1,54.366,16.728,0,0,10.3295,3.1783,18.6843,5.749,UNI,NULL
22736,1100,1,1191.7,366.6769,0,0,226.423,69.6686,519.441,159.828,UNI,NULL
22737,1002,1,256.666,78.9742,0,0,48.7665,15.0051,150.6026,46.3393,UNI,NULL
22738,2059,1,75.85,23.3385,0,0,14.4115,4.4343,18.204,5.6012,UNI,NULL
22739,2136,1,1980,609.2308,0,0,376.2,115.7538,1306.8,402.0923,UNI,NULL
22740,2004,1,56.2,17.2923,0,0,10.678,3.2855,25.29,7.7815,UNI,NULL
22741,1045,1,1321.41,406.5877,0,0,251.0679,77.2517,930.65,286.3538,UNI,NULL
22742,2074,1,12.6,3.8769,0,0,2.394,0.7366,4.41,1.3569,UNI,NULL
22743,2072,1,9.99,3.0738,0,0,1.8981,0.584,3.4965,1.0758,UNI,NULL
22744,1059,1,442,136,0,0,83.98,25.84,259.35,79.8,UNI,NULL
22745,1058,1,578,177.8462,0,0,109.82,33.7908,339.15,104.3538,UNI,NULL
22746,4061,1,268.6,82.6462,0,0,51.034,15.7028,74.2995,22.8614,UNI,NULL
22747,2147,1,4500,1384.6154,675,207.6923,855,263.0769,2970,913.8462,UNI,NULL
22748,4109,1,79.9,24.5846,0,0,15.181,4.6711,32.8178,10.0978,UNI,NULL
22749,1041,1,234.6,72.1846,0,0,44.574,13.7151,137.655,42.3554,UNI,NULL
22750,1082,1,1737.06,534.48,0,0,330.0414,101.5512,728.0325,224.01,UNI,NULL
22751,1130,1,339.796,104.5526,0,0,64.5612,19.865,148.1111,45.5726,UNI,NULL
22752,1124,1,373.966,115.0665,0,0,71.0535,21.8626,163.0052,50.1554,UNI,NULL
22753,4031,1,96.9,29.8154,0,0,18.411,5.6649,33.3023,10.2469,UNI,NULL
22754,4058,1,67.966,20.9126,0,0,12.9135,3.9734,18.8006,5.7848,UNI,NULL
22755,4127,1,185.3,57.0154,0,0,35.207,10.8329,59.0235,18.1611,UNI,NULL
22756,4126,1,120.36,37.0338,0,0,22.8684,7.0364,38.3382,11.7964,UNI,NULL
22757,4125,1,83.3,25.6308,0,0,15.827,4.8698,26.5335,8.1642,UNI,NULL
22758,4124,1,136,41.8462,0,0,25.84,7.9508,43.32,13.3292,UNI,NULL
22759,4123,1,86.7,26.6769,0,0,16.473,5.0686,27.6165,8.4974,UNI,NULL
22760,4138,1,3.4,1.0462,0,0,0.646,0.1988,1.083,0.3332,UNI,NULL
22761,4137,1,3.4,1.0462,0,0,0.646,0.1988,1.083,0.3332,UNI,NULL
22762,4121,1,146.2,44.9846,0,0,27.778,8.5471,46.569,14.3289,UNI,NULL
22763,4129,1,169.966,52.2972,0,0,32.2935,9.9365,54.1392,16.6582,UNI,NULL
22764,4120,2,292.4,89.9692,0,0,55.556,17.0942,46.569,14.3289,UNI,NULL
22765,4122,2,339.932,104.5945,0,0,64.5871,19.873,54.1392,16.6582,UNI,NULL
22766,4135,1,10.2,3.1385,0,0,1.938,0.5963,3.249,0.9997,UNI,NULL
22767,4139,1,1.7,0.5231,0,0,0.323,0.0994,0.5415,0.1666,UNI,NULL
22768,4133,1,10.2,3.1385,0,0,1.938,0.5963,3.249,0.9997,UNI,NULL
22769,4132,4,17.68,5.44,0,0,3.3592,1.0336,1.4079,0.4332,UNI,NULL
22770,4131,4,17.68,5.44,0,0,3.3592,1.0336,1.4079,0.4332,UNI,NULL
22771,4130,4,17.68,5.44,0,0,3.3592,1.0336,1.4079,0.4332,UNI,NULL
22772,3040,1,75.95,23.3692,0,0,14.4305,4.4402,13.671,4.2065,UNI,NULL
22773,1138,1,2556.766,786.6972,0,0,485.7855,149.4725,1585.9469,487.9837,UNI,NULL
22774,2154,1,2499,768.9231,0,0,474.81,146.0954,1649.34,507.4892,UNI,NULL
22775,1138,1,2556.766,786.6972,0,0,485.7855,149.4725,1585.9469,487.9837,UNI,NULL
22776,1134,1,6053.7,1862.6769,908.055,279.4015,1150.203,353.9086,3755.0745,1155.4075,UNI,NULL
22777,2158,1,329.63,101.4246,0,0,62.6297,19.2707,182.363,56.1117,UNI,NULL
22778,3036,1,49.7,15.2923,0,0,9.443,2.9055,8.946,2.7526,UNI,NULL
22779,3044,1,45.21,13.9108,0,0,8.5899,2.643,8.1378,2.5039,UNI,NULL
22780,3054,1,19.6,6.0308,0,0,3.724,1.1458,8.82,2.7138,UNI,NULL
22781,4045,1,101.966,31.3742,0,0,19.3735,5.9611,28.2056,8.6786,UNI,NULL
22782,4090,1,112.88,34.7323,0,0,21.4472,6.5991,43.5252,13.3924,UNI,NULL
22783,1023,1,3059.966,941.528,458.9949,141.2292,581.3935,178.8903,1795.4801,552.4554,UNI,NULL
22784,1071,1,642.26,197.6185,0,0,122.0294,37.5475,269.1825,82.8254,UNI,NULL
22785,1123,1,1397.4,429.9692,0,0,265.506,81.6942,609.102,187.416,UNI,NULL
22786,1154,1,674.9,207.6615,0,0,128.231,39.4557,418.6365,128.8112,UNI,NULL
22787,1133,1,2548.3,784.0923,0,0,484.177,148.9775,1580.6955,486.3678,UNI,NULL
22788,2144,1,2059,633.5385,0,0,391.21,120.3723,1358.94,418.1354,UNI,NULL
22789,1039,1,112.166,33.5826,0,0,21.3115,6.3807,65.8151,19.7051,UNI,NULL
22790,1042,1,452.404,135.4503,0,0,85.9568,25.7356,318.535,95.3698,UNI,NULL
22791,1131,1,2699.6,808.2635,0,0,512.924,153.5701,1674.546,501.3611,UNI,NULL
22792,1132,1,3056.6,915.1497,458.49,137.2725,580.754,173.8784,1895.991,567.662,UNI,NULL
22793,1141,1,4080,1221.5569,612,183.2335,775.2,232.0958,2530.8,757.7246,UNI,NULL
22794,2006,1,38,11.3772,0,0,7.22,2.1617,17.1,5.1198,UNI,NULL
22795,2013,2,85.8,25.6886,0,0,16.302,4.8808,19.305,5.7799,UNI,NULL
22796,2014,1,65.5,19.6108,0,0,12.445,3.726,29.475,8.8249,UNI,NULL
22797,2050,1,59.99,17.9611,0,0,11.3981,3.4126,25.1958,7.5437,UNI,NULL
22798,2051,1,71.85,21.512,0,0,13.6515,4.0873,30.177,9.035,UNI,NULL
22799,2079,1,36.9,11.0479,0,0,7.011,2.0991,7.011,2.0991,UNI,NULL
22800,2080,1,45.6,13.6527,0,0,8.664,2.594,8.664,2.594,UNI,NULL
22801,2081,1,55.1,16.497,0,0,10.469,3.1344,10.469,3.1344,UNI,NULL
22802,4138,1,3.4,1.018,0,0,0.646,0.1934,1.083,0.3243,UNI,NULL
22803,4121,1,146.2,43.7725,0,0,27.778,8.3168,46.569,13.9428,UNI,NULL
22804,4139,5,8.5,2.5449,0,0,1.615,0.4835,0.5415,0.1621,UNI,NULL
22805,4135,3,30.6,9.1617,0,0,5.814,1.7407,3.249,0.9728,UNI,NULL
22806,4131,6,26.52,7.9401,0,0,5.0388,1.5086,1.4079,0.4215,UNI,NULL
22807,4128,1,169.966,50.888,0,0,32.2935,9.6687,54.1392,16.2093,UNI,NULL
22808,4126,1,120.36,36.0359,0,0,22.8684,6.8468,38.3382,11.4785,UNI,NULL
22809,4120,1,146.2,43.7725,0,0,27.778,8.3168,46.569,13.9428,UNI,NULL
22810,4125,1,83.3,24.9401,0,0,15.827,4.7386,26.5335,7.9442,UNI,NULL
22811,4124,1,136,40.7186,0,0,25.84,7.7365,43.32,12.9701,UNI,NULL
22812,4123,1,86.7,25.9581,0,0,16.473,4.932,27.6165,8.2684,UNI,NULL
22813,4122,1,169.966,50.888,0,0,32.2935,9.6687,54.1392,16.2093,UNI,NULL
22814,4132,5,22.1,6.6168,0,0,4.199,1.2572,1.4079,0.4215,UNI,NULL
22815,4130,5,22.1,6.6168,0,0,4.199,1.2572,1.4079,0.4215,UNI,NULL
22816,4137,1,3.4,1.018,0,0,0.646,0.1934,1.083,0.3243,UNI,NULL
22817,4136,2,238,71.2575,0,0,45.22,13.5389,37.905,11.3488,UNI,NULL
22818,4134,1,10.2,3.0539,0,0,1.938,0.5802,3.249,0.9728,UNI,NULL
22819,4133,1,10.2,3.0539,0,0,1.938,0.5802,3.249,0.9728,UNI,NULL
22820,4129,2,339.932,101.776,0,0,64.5871,19.3375,54.1392,16.2093,UNI,NULL
22821,4127,2,370.6,110.9581,0,0,70.414,21.082,59.0235,17.6717,UNI,NULL
22822,1136,1,1866.6,558.8623,0,0,354.654,106.1838,1157.841,346.659,UNI,NULL
22823,1044,1,575.178,172.209,0,0,109.2838,32.7197,404.985,121.253,UNI,NULL
22824,1043,1,452.404,135.4503,0,0,85.9568,25.7356,318.535,95.3698,UNI,NULL
22825,3055,1,65.3,19.5509,0,0,12.407,3.7147,29.385,8.7979,UNI,NULL
22826,3038,1,42.17,12.6257,0,0,8.0123,2.3989,7.5906,2.2726,UNI,NULL
22827,1064,1,408,122.1557,0,0,77.52,23.2096,239.4,71.6766,UNI,NULL
22828,1057,1,401.166,120.1096,0,0,76.2215,22.8208,235.3901,70.4761,UNI,NULL
22829,3038,1,42.17,12.6257,0,0,8.0123,2.3989,7.5906,2.2726,UNI,NULL
22830,1126,1,865.64,259.1737,0,0,164.4716,49.243,377.3172,112.9692,UNI,NULL
22831,1157,1,492.966,147.5946,0,0,93.6635,28.043,305.7839,91.5521,UNI,NULL
22832,1127,1,173.366,51.906,0,0,32.9395,9.8621,75.5672,22.6249,UNI,NULL
22833,2148,1,1356.6,406.1677,0,0,257.754,77.1719,750.519,224.7063,UNI,NULL
22834,1097,1,1461.83,437.6737,0,0,277.7477,83.158,637.1859,190.7742,UNI,NULL
22835,1116,1,326.23,97.6737,0,0,61.9837,18.558,142.1979,42.5742,UNI,NULL
22836,1155,1,763.3,228.5329,0,0,145.027,43.4213,473.4705,141.7576,UNI,NULL
22837,1094,1,958.8,287.0659,0,0,182.172,54.5425,417.924,125.1269,UNI,NULL
22838,1094,1,958.8,287.0659,0,0,182.172,54.5425,417.924,125.1269,UNI,NULL
22839,1095,1,1291.49,386.6737,0,0,245.3831,73.468,562.9377,168.5442,UNI,NULL
22840,1098,1,1137.3,340.509,0,0,216.087,64.6967,495.729,148.4219,UNI,NULL
22841,1099,1,985.966,295.1994,0,0,187.3335,56.0879,429.7652,128.6722,UNI,NULL
22842,1100,1,1191.7,356.7964,0,0,226.423,67.7913,519.441,155.5213,UNI,NULL
22843,1101,1,426.7,127.7545,0,0,81.073,24.2734,185.991,55.6859,UNI,NULL
22844,1102,1,1137.3,340.509,0,0,216.087,64.6967,495.729,148.4219,UNI,NULL
22845,1103,1,426.7,127.7545,0,0,81.073,24.2734,185.991,55.6859,UNI,NULL
22846,1108,1,1028.5,307.9341,0,0,195.415,58.5075,448.305,134.2231,UNI,NULL
22847,1109,1,783.7,234.6407,0,0,148.903,44.5817,341.601,102.2757,UNI,NULL
22848,1110,1,744.532,222.9138,0,0,141.4611,42.3536,324.5284,97.1642,UNI,NULL
22849,1111,1,391.68,117.2695,0,0,74.4192,22.2812,170.7264,51.1157,UNI,NULL
22850,1113,1,221,66.1677,0,0,41.99,12.5719,96.33,28.8413,UNI,NULL
22851,1114,1,703.766,210.7084,0,0,133.7155,40.0346,306.7592,91.8441,UNI,NULL
22852,1115,1,323,96.7066,0,0,61.37,18.3743,140.79,42.1527,UNI,NULL
22853,1117,1,339.558,101.6641,0,0,64.516,19.3162,148.0073,44.3136,UNI,NULL
22854,1118,1,365.5,109.4311,0,0,69.445,20.7919,159.315,47.6991,UNI,NULL
22855,1121,1,176.8,52.9341,0,0,33.592,10.0575,77.064,23.0731,UNI,NULL
22856,1128,1,166.192,49.7581,0,0,31.5765,9.454,72.4402,21.6887,UNI,NULL
22857,1129,1,237.592,71.1353,0,0,45.1425,13.5157,103.5622,31.0066,UNI,NULL
22858,1130,1,339.796,101.7353,0,0,64.5612,19.3297,148.1111,44.3446,UNI,NULL
22859,4130,50,221,66.1677,0,0,41.99,12.5719,1.4079,0.4215,UNI,NULL
22860,4132,80,353.6,105.8683,0,0,67.184,20.115,1.4079,0.4215,UNI,NULL
22861,4133,80,816,244.3114,0,0,155.04,46.4192,3.249,0.9728,UNI,NULL
22862,4135,80,816,244.3114,0,0,155.04,46.4192,3.249,0.9728,UNI,NULL
22863,4138,100,340,101.7964,0,0,64.6,19.3413,1.083,0.3243,UNI,NULL
22864,1002,1,256.666,76.8461,0,0,48.7665,14.6007,150.6026,45.0906,UNI,NULL
22865,1009,1,523.43,156.7156,0,0,99.4517,29.776,307.1303,91.9552,UNI,NULL
22866,1023,1,3059.966,916.1575,458.9949,137.4236,581.3935,174.0699,1795.4801,537.5689,UNI,NULL
22867,1029,1,4338.366,1298.912,650.7549,194.8368,824.2895,246.7933,2545.6001,762.1557,UNI,NULL
22868,1042,1,452.404,135.4503,0,0,85.9568,25.7356,318.535,95.3698,UNI,NULL
22869,1057,1,401.166,120.1096,0,0,76.2215,22.8208,235.3901,70.4761,UNI,NULL
22870,1059,1,442,132.3353,0,0,83.98,25.1437,259.35,77.6497,UNI,NULL
22871,1067,1,408,122.1557,0,0,77.52,23.2096,171,51.1976,UNI,NULL
22872,1075,1,642.26,192.2934,0,0,122.0294,36.5357,269.1825,80.5936,UNI,NULL
22873,1076,1,642.26,192.2934,0,0,122.0294,36.5357,269.1825,80.5936,UNI,NULL
22874,2005,4,74.4,22.2754,0,0,14.136,4.2323,8.37,2.506,UNI,NULL
22875,2009,1,26.3,7.8743,0,0,4.997,1.4961,11.835,3.5434,UNI,NULL
22876,2022,1,11.99,3.5898,0,0,2.2781,0.6821,5.3955,1.6154,UNI,NULL
22877,2030,1,45.6,13.6527,0,0,8.664,2.594,20.52,6.1437,UNI,NULL
22878,2046,1,52.5,15.7186,0,0,9.975,2.9865,22.05,6.6018,UNI,NULL
22879,1141,1,4080,1221.5569,612,183.2335,775.2,232.0958,2530.8,757.7246,UNI,NULL
22880,2006,1,38,11.3772,0,0,7.22,2.1617,17.1,5.1198,UNI,NULL
22881,2013,2,85.8,25.6886,0,0,16.302,4.8808,19.305,5.7799,UNI,NULL
22882,2014,1,65.5,19.6108,0,0,12.445,3.726,29.475,8.8249,UNI,NULL
22883,2050,1,59.99,17.9611,0,0,11.3981,3.4126,25.1958,7.5437,UNI,NULL
22884,2051,1,71.85,21.512,0,0,13.6515,4.0873,30.177,9.035,UNI,NULL
22885,2079,1,36.9,11.0479,0,0,7.011,2.0991,7.011,2.0991,UNI,NULL
22886,2080,1,45.6,13.6527,0,0,8.664,2.594,8.664,2.594,UNI,NULL
22887,2081,1,55.1,16.497,0,0,10.469,3.1344,10.469,3.1344,UNI,NULL
22888,4138,1,3.4,1.018,0,0,0.646,0.1934,1.083,0.3243,UNI,NULL
22889,4121,1,146.2,43.7725,0,0,27.778,8.3168,46.569,13.9428,UNI,NULL
22890,4139,5,8.5,2.5449,0,0,1.615,0.4835,0.5415,0.1621,UNI,NULL
22891,4135,3,30.6,9.1617,0,0,5.814,1.7407,3.249,0.9728,UNI,NULL
22892,4131,6,26.52,7.9401,0,0,5.0388,1.5086,1.4079,0.4215,UNI,NULL
22893,4128,1,169.966,50.888,0,0,32.2935,9.6687,54.1392,16.2093,UNI,NULL
22894,4126,1,120.36,36.0359,0,0,22.8684,6.8468,38.3382,11.4785,UNI,NULL
22895,4120,1,146.2,43.7725,0,0,27.778,8.3168,46.569,13.9428,UNI,NULL
22896,4125,1,83.3,24.9401,0,0,15.827,4.7386,26.5335,7.9442,UNI,NULL
22897,4124,1,136,40.7186,0,0,25.84,7.7365,43.32,12.9701,UNI,NULL
22898,4123,1,86.7,25.9581,0,0,16.473,4.932,27.6165,8.2684,UNI,NULL
22899,4122,1,169.966,50.888,0,0,32.2935,9.6687,54.1392,16.2093,UNI,NULL
22900,4132,5,22.1,6.6168,0,0,4.199,1.2572,1.4079,0.4215,UNI,NULL
22901,4130,5,22.1,6.6168,0,0,4.199,1.2572,1.4079,0.4215,UNI,NULL
22902,4137,1,3.4,1.018,0,0,0.646,0.1934,1.083,0.3243,UNI,NULL
22903,4136,2,238,71.2575,0,0,45.22,13.5389,37.905,11.3488,UNI,NULL
22904,4134,1,10.2,3.0539,0,0,1.938,0.5802,3.249,0.9728,UNI,NULL
22905,4133,1,10.2,3.0539,0,0,1.938,0.5802,3.249,0.9728,UNI,NULL
22906,4129,2,339.932,101.776,0,0,64.5871,19.3375,54.1392,16.2093,UNI,NULL
22907,4127,2,370.6,110.9581,0,0,70.414,21.082,59.0235,17.6717,UNI,NULL
22908,1031,1,3059.83,916.1168,458.9745,137.4175,581.3677,174.0622,1795.4003,537.545,UNI,NULL
22909,1010,1,339.966,101.7862,0,0,64.5935,19.3394,199.4801,59.7246,UNI,NULL
22910,1014,1,1019.966,305.379,0,0,193.7935,58.022,598.4801,179.1857,UNI,NULL
22911,1012,1,1343,402.0958,0,0,255.17,76.3982,788.025,235.9356,UNI,NULL
22912,1019,1,1407.498,421.4066,0,0,267.4246,80.0672,825.8702,247.2665,UNI,NULL
22913,1059,1,442,132.3353,0,0,83.98,25.1437,259.35,77.6497,UNI,NULL
22914,1066,1,509.252,152.4707,0,0,96.7579,28.9694,213.4365,63.9031,UNI,NULL
22915,4135,1,10.2,3.0539,0,0,1.938,0.5802,3.249,0.9728,UNI,NULL
22916,4127,1,185.3,55.479,0,0,35.207,10.541,59.0235,17.6717,UNI,NULL
22917,4136,1,119,35.6287,0,0,22.61,6.7695,37.905,11.3488,UNI,NULL
22918,4137,1,3.4,1.018,0,0,0.646,0.1934,1.083,0.3243,UNI,NULL
22919,4138,1,3.4,1.018,0,0,0.646,0.1934,1.083,0.3243,UNI,NULL
22920,4139,1,1.7,0.509,0,0,0.323,0.0967,0.5415,0.1621,UNI,NULL
22921,4133,1,10.2,3.0539,0,0,1.938,0.5802,3.249,0.9728,UNI,NULL
22922,4122,1,169.966,50.888,0,0,32.2935,9.6687,54.1392,16.2093,UNI,NULL
22923,4121,1,146.2,43.7725,0,0,27.778,8.3168,46.569,13.9428,UNI,NULL
22924,4126,1,120.36,36.0359,0,0,22.8684,6.8468,38.3382,11.4785,UNI,NULL
22925,4125,1,83.3,24.9401,0,0,15.827,4.7386,26.5335,7.9442,UNI,NULL
22926,1114,1,703.766,210.7084,0,0,133.7155,40.0346,306.7592,91.8441,UNI,NULL
22927,1116,1,326.23,97.6737,0,0,61.9837,18.558,142.1979,42.5742,UNI,NULL
22928,1119,1,1035.98,310.1737,0,0,196.8362,58.933,451.5654,135.1992,UNI,NULL
22929,1120,1,509.49,152.5419,0,0,96.8031,28.983,222.0777,66.4903,UNI,NULL
22930,1122,2,833,249.4012,0,0,158.27,47.3862,181.545,54.3548,UNI,NULL
22931,1131,1,2699.6,808.2635,0,0,512.924,153.5701,1674.546,501.3611,UNI,NULL
22932,1132,1,3056.6,915.1497,458.49,137.2725,580.754,173.8784,1895.991,567.662,UNI,NULL
22933,1141,1,4080,1221.5569,612,183.2335,775.2,232.0958,2530.8,757.7246,UNI,NULL
22934,1145,1,5436.6,1627.7246,815.49,244.1587,1032.954,309.2677,3372.291,1009.668,UNI,NULL
22935,1149,1,5779.966,1730.5287,866.9949,259.5793,1098.1935,328.8004,3585.2789,1073.4368,UNI,NULL
22936,1094,1,958.8,287.0659,0,0,182.172,54.5425,417.924,125.1269,UNI,NULL
22937,1095,1,1291.49,386.6737,0,0,245.3831,73.468,562.9377,168.5442,UNI,NULL
22938,1096,1,2117.69,634.0389,0,0,402.3611,120.4674,923.0637,276.3664,UNI,NULL
22939,1097,1,1461.83,437.6737,0,0,277.7477,83.158,637.1859,190.7742,UNI,NULL
22940,1098,1,1137.3,340.509,0,0,216.087,64.6967,495.729,148.4219,UNI,NULL
22941,1099,1,985.966,295.1994,0,0,187.3335,56.0879,429.7652,128.6722,UNI,NULL
22942,1100,1,1191.7,356.7964,0,0,226.423,67.7913,519.441,155.5213,UNI,NULL
22943,1101,1,426.7,127.7545,0,0,81.073,24.2734,185.991,55.6859,UNI,NULL
22944,1102,1,1137.3,340.509,0,0,216.087,64.6967,495.729,148.4219,UNI,NULL
22945,1103,1,426.7,127.7545,0,0,81.073,24.2734,185.991,55.6859,UNI,NULL
22946,1104,1,2117.69,634.0389,0,0,402.3611,120.4674,923.0637,276.3664,UNI,NULL
22947,1105,1,1137.3,340.509,0,0,216.087,64.6967,495.729,148.4219,UNI,NULL
22948,1106,1,1359.558,407.0533,0,0,258.316,77.3401,592.6073,177.4273,UNI,NULL
22949,1107,1,1019.966,305.379,0,0,193.7935,58.022,444.5852,133.1093,UNI,NULL
22950,1108,1,1028.5,307.9341,0,0,195.415,58.5075,448.305,134.2231,UNI,NULL
22951,1109,1,783.7,234.6407,0,0,148.903,44.5817,341.601,102.2757,UNI,NULL
22952,1110,1,744.532,222.9138,0,0,141.4611,42.3536,324.5284,97.1642,UNI,NULL
22953,1111,1,391.68,117.2695,0,0,74.4192,22.2812,170.7264,51.1157,UNI,NULL
22954,1112,1,408.34,122.2575,0,0,77.5846,23.2289,177.9882,53.2899,UNI,NULL
22955,1113,1,221,66.1677,0,0,41.99,12.5719,96.33,28.8413,UNI,NULL
22956,1114,1,703.766,210.7084,0,0,133.7155,40.0346,306.7592,91.8441,UNI,NULL
22957,1115,1,323,96.7066,0,0,61.37,18.3743,140.79,42.1527,UNI,NULL
22958,1116,1,326.23,97.6737,0,0,61.9837,18.558,142.1979,42.5742,UNI,NULL
22959,1117,1,339.558,101.6641,0,0,64.516,19.3162,148.0073,44.3136,UNI,NULL
22960,1118,1,365.5,109.4311,0,0,69.445,20.7919,159.315,47.6991,UNI,NULL
22961,1119,1,1035.98,310.1737,0,0,196.8362,58.933,451.5654,135.1992,UNI,NULL
22962,1120,1,509.49,152.5419,0,0,96.8031,28.983,222.0777,66.4903,UNI,NULL
22963,1121,1,176.8,52.9341,0,0,33.592,10.0575,77.064,23.0731,UNI,NULL
22964,1122,1,416.5,124.7006,0,0,79.135,23.6931,181.545,54.3548,UNI,NULL
22965,1123,1,1397.4,418.3832,0,0,265.506,79.4928,609.102,182.3659,UNI,NULL
22966,1124,1,373.966,111.9659,0,0,71.0535,21.2735,163.0052,48.804,UNI,NULL
22967,1125,1,237.966,71.2473,0,0,45.2135,13.537,103.7252,31.0554,UNI,NULL
22968,1126,1,865.64,259.1737,0,0,164.4716,49.243,377.3172,112.9692,UNI,NULL
22969,1127,1,173.366,51.906,0,0,32.9395,9.8621,75.5672,22.6249,UNI,NULL
22970,1128,1,166.192,49.7581,0,0,31.5765,9.454,72.4402,21.6887,UNI,NULL
22971,1129,1,237.592,71.1353,0,0,45.1425,13.5157,103.5622,31.0066,UNI,NULL
22972,1130,1,339.796,101.7353,0,0,64.5612,19.3297,148.1111,44.3446,UNI,NULL
22973,4130,50,221,66.1677,0,0,41.99,12.5719,1.4079,0.4215,UNI,NULL
22974,4131,40,176.8,52.9341,0,0,33.592,10.0575,1.4079,0.4215,UNI,NULL
22975,4132,80,353.6,105.8683,0,0,67.184,20.115,1.4079,0.4215,UNI,NULL
22976,4133,80,816,244.3114,0,0,155.04,46.4192,3.249,0.9728,UNI,NULL
22977,4134,90,918,274.8503,0,0,174.42,52.2216,3.249,0.9728,UNI,NULL
22978,4135,80,816,244.3114,0,0,155.04,46.4192,3.249,0.9728,UNI,NULL
22979,4136,10,1190,356.2874,0,0,226.1,67.6946,37.905,11.3488,UNI,NULL
22980,4137,100,340,101.7964,0,0,64.6,19.3413,1.083,0.3243,UNI,NULL
22981,4138,100,340,101.7964,0,0,64.6,19.3413,1.083,0.3243,UNI,NULL
22982,4139,100,170,50.8982,0,0,32.3,9.6707,0.5415,0.1621,UNI,NULL
22983,1038,1,197.166,60.6665,0,0,37.4615,11.5266,115.6901,35.597,UNI,NULL
22984,2017,1,85.6,26.3385,0,0,16.264,5.0043,38.52,11.8523,UNI,NULL
22985,2030,2,91.2,28.0615,0,0,17.328,5.3317,20.52,6.3138,UNI,NULL
22986,2040,1,49.99,15.3815,0,0,9.4981,2.9225,20.9958,6.4602,UNI,NULL
22987,2056,1,39.6,12.1846,0,0,7.524,2.3151,9.504,2.9243,UNI,NULL
22988,2065,1,125.6,38.6462,0,0,23.864,7.3428,30.144,9.2751,UNI,NULL
